nombre,frec,edad_media
VICTOR ARTURO,17,35.06
ABIEL,16,43.59
ALDO IVAN,16,30.69
ANDRES AVELINO,16,52.25
ANGEL ENRIQUE,16,41.19
ANGEL GERARDO,16,41.06
ANTONIO GUADALUPE,16,35.81
ANUAR,16,37.38
ARISTOTELES,16,36.65
ARON,16,41.75
CARLOS ABRAHAM,16,29.44
CARLOS JOAQUIN,16,40.06
CARLOS RICARDO,16,35
CESAR ALONSO,16,33.69
CESAR FERNANDO,16,37.44
CESAR GUSTAVO,16,37.44
CESARIO,16,48.06
CIRIACO,16,51.25
CLEOFAS,16,48.92
DE JESUS,16,50.43
EDGAR FERNANDO,16,36.44
EDUARDO DANIEL,16,27.06
EDUARDO RAFAEL,16,38.31
ELIDIO,16,46.81
FELIX ANTONIO,16,43.25
FELIX ENRIQUE,16,41.19
FERNANDO JESUS,16,41.5
GABRIEL ALBERTO,16,35.44
GUILLERMO ENRIQUE,16,42
HECTOR ARTURO,16,44.88
HECTOR GABRIEL,16,41.19
HECTOR IGNACIO,16,43.19
HECTOR OCTAVIO,16,43.38
HERCULANO,16,51.35
HUGO ALFREDO,16,37.94
HUGO LUIS,16,44.94
J MANUEL,16,49.94
J. NATIVIDAD,16,52.5
JESUS FELIPE,16,36.81
JESUS RAMIRO,16,38.69
JESUS SERGIO,16,42.69
JOSE AMADO,16,45.94
JOSE APOLINAR,16,47.56
JOSE DE LOS SANTOS,16,44.81
JOSE DEMETRIO,16,46.76
JOSE EDGARDO,16,42.38
JOSE ERASMO,16,47
JOSE GABINO,16,45.44
JOSE HERNAN,16,47.19
JOSE LUCIANO,16,45.25
JOSE NIEVES,16,46
JUAN DOMINGO,16,43.88
JUAN EDGAR,16,35.12
JUAN EMILIO,16,46.69
JUAN PAULO,16,34.94
JUAN ROMAN,16,41.31
LOPEZ,16,45.8
MANUEL GUADALUPE,16,43.76
MANUEL RAMON,16,46.31
MARIO MANUEL,16,42.38
MARTIN ARTURO,16,45.5
NEPHTALI,16,36.88
NICACIO,16,46.25
ODIN,16,39.12
OLAF,16,39
OSCAR MARIO,16,41.94
OSEAS,16,43.88
OSMAR,16,38.31
PEDRO GERARDO,16,46.19
PEDRO RAMON,16,43.12
RANGEL,16,39.19
RAUL DE JESUS,16,41.5
RENE ALEJANDRO,16,38.06
RODOLFO ALEJANDRO,16,41.38
ROGER ANTONIO,16,45.31
RUBEN ALBERTO,16,42.94
SALUSTIO,16,46.81
VICTOR IVAN,16,29.94
WILSON,16,37.94
ALBERTO MANUEL,15,43.93
ALEJANDR,15,44.14
ALEJANDRO IVAN,15,34.47
ALI,15,38.05
ALONZO,15,42.4
AMAURY,15,39.12
AMIR,15,41.18
AMOS,15,42.8
ANGEL GUADALUPE,15,35.56
ANTONIO MANUEL,15,47.53
BALBINO,15,48.13
CARLOS AGUSTIN,15,41.81
CARLOS EMMANUEL,15,29.13
CARLOS FABIAN,15,35.8
CARLOS LUIS,15,40.93
CARLOS NOE,15,40.2
CESAR FRANCISCO,15,37.27
CESAR RAFAEL,15,34.07
CRISOGONO,15,44.47
DAVID HUMBERTO,15,43.93
EDGAR GUADALUPE,15,31.33
EDUARDO ARTURO,15,44.27
ERNESTO ANTONIO,15,39.13
EULISES,15,37.2
FELIPE ALBERTO,15,41.87
FELIPE ANGEL,15,41.73
FELIPE DE JESU,15,48.27
FELIX ALBERTO,15,39.13
FIDEL ALEJANDRO,15,41.07
FRANCISCO GUILLERMO,15,44.87
FRANCISCO IVAN,15,31.07
GABRIEL ANGEL,15,41.53
GABRIEL ENRIQUE,15,39.27
GILBERTO ANTONIO,15,40.47
GUSTAVO ARTURO,15,42.6
HABACUC,15,40.65
HERNANDEZ,15,43.3
HOMAR,15,38.47
HUGO DANIEL,15,30.13
HUGO FERNANDO,15,41.2
IVAN ISRAEL,15,32.4
JACIEL,15,32.93
JAIME JAVIER,15,41.2
JAIME LUIS,15,44.67
JESUS ABEL,15,39.73
JESUS ARNOLDO,15,43.67
JESUS ELIAS,15,38
JESUS HERIBERTO,15,34.73
JESUS JAIME,15,39.6
JESUS LUIS,15,50.6
JOAQUIN ANTONIO,15,41.67
JOEL ARMANDO,15,36.53
JORGE ELIAS,15,41.6
JOSE BERNARDINO,15,44.33
JOSE CUPERTINO,15,44.73
JOSE DAMIAN,15,36.27
JOSE DE J,15,45.13
JOSE DIEGO,15,41.13
JOSE GUADAL,15,49.62
JOSE LAZARO,15,46.87
JOSE LEOBARDO,15,41.13
JOSE LUI,15,47.47
JOSE NORBERTO,15,43.33
JOSE PORFIRIO,15,47.4
JOSE SEBASTIAN,15,38.67
JUAN ADRIAN,15,39.73
JUAN ALONSO,15,41.8
JUAN CRUZ,15,50.6
JUAN OCTAVIO,15,40.93
JUAN SANTIAGO,15,45.2
JUANITO,15,42.6
LIMBERG,15,44.2
LUIS GONZALO,15,44.4
MANUEL IGNACIO,15,41.33
MANUEL IVAN,15,32.67
MARIO GABRIEL,15,42.27
MARTIN HUMBERTO,15,43.93
MARTIN MANUEL,15,44.73
MELVIN,15,33.38
MOCTEZUMA,15,38.88
OCTAVIO CESAR,15,41.87
ONECIMO,15,48.07
OSCAR ROBERTO,15,43.53
PACIANO,15,48.13
PAULO SERGIO,15,33.2
PEDRO ALONSO,15,39.4
PEDRO IGNACIO,15,44.07
PEDRO JUAN,15,48.87
RAMON FERNANDO,15,41
REMEDIOS,15,45.22
RICARDO ALEJANDRO,15,37.47
RICARDO CESAR,15,38.73
ROGER ARMANDO,15,49.4
RUBEN OMAR,15,30.2
SADOT,15,46.62
SEFERINO,15,46.07
SERGIO FERNANDO,15,42.07
SERGIO RICARDO,15,39.8
SERGIO ROBERTO,15,42.6
STALIN,15,36.6
UZZIEL,15,35.53
WILIBALDO,15,39.67
YSMAEL,15,47.47
ZENEN,15,45.65
ALBERTO ALEJANDRO,14,39.21
ALBERTO ENRIQUE,14,41.5
ALBERTO JAVIER,14,44.21
ALBERTO JOSE,14,40.93
ALEJANDRO ALBERTO,14,38.43
ALEJANDRO CESAR,14,45.14
ALEJANDRO ENRIQUE,14,43.79
ALFREDO DE JESUS,14,33.43
ALVARO ANTONIO,14,40.71
AMALIO,14,49.21
AMIN,14,39.47
ANGEL RAFAEL,14,36.21
ANTERO,14,49.14
ARBEY,14,41.64
ARGIMIRO,14,49.57
ARTURO DE JESUS,14,37.79
ATANASIO,14,54.07
CARLOS MAURICIO,14,37.79
CESAR ALFONSO,14,39.71
CESAR ISRAEL,14,34.86
CHRISTOPHER,14,30.14
DAVID ALONSO,14,36.21
DAVID JESUS,14,41.21
DAVID RICARDO,14,42.5
EDGAR ALFONSO,14,33.14
EDUARDO MANUEL,14,38.79
ELEODORO,14,46.5
ELIER,14,33.86
ELIESER,14,41.14
ELIU,14,38
ENRIQUE ALONSO,14,43.93
ERICK DANIEL,14,28
ERICK OMAR,14,32.43
ERNESTO DE JESUS,14,38.64
ERNESTO JAVIER,14,44.93
FELIPE DE J,14,50.07
FERNANDO ARTURO,14,41.71
FRANCISCO DAVID,14,37.71
FRED,14,36.79
GERARDO JESUS,14,44.43
GIOVANI,14,29.94
GUILLERMO ARTURO,14,38.64
HECTOR RICARDO,14,40.64
HECTOR ULISES,14,37.43
HEDILBERTO,14,44.5
HUGO JAVIER,14,43.07
ISAC,14,45.07
J ALFREDO,14,49.93
J MERCED,14,49.87
J SOCORRO,14,54
J. DOLORES,14,53.5
JAHAZIEL,14,31.79
JAIME IVAN,14,29.57
JAIME JESUS,14,42.93
JAIME MANUEL,14,43.07
JAVIER FERNANDO,14,38.07
JESUS AARON,14,36.14
JESUS ADAN,14,34.71
JESUS EFRAIN,14,42
JESUS JOEL,14,40.93
JESUS LORENZO,14,38
JESUS RUBEN,14,44.93
JHONNY,14,32.79
JORGE ALBE,14,38.21
JORGE FEDERICO,14,42.57
JORGE GUILLERMO,14,43.64
JOSE BALDEMAR,14,42.93
JOSE BERNABE,14,48.79
JOSE ENCARNACION,14,48.71
JOSE EVERARDO,14,45.93
JOSE MARCIAL,14,45
JOSE MERCEDES,14,48.43
JOSIAS,14,40.57
JOSUE ISRAEL,14,32
JUAN FRANCISC,14,43.86
JUAN MAURICIO,14,41
JUAN ROGELIO,14,45.93
JUAN SEBASTIAN,14,36.64
JUAN UBALDO,14,47.57
JULIO ERNESTO,14,40.43
LUIS JAIME,14,41.86
LUIS ROGELIO,14,41
MANUEL ADRIAN,14,31.43
MANUEL ERNESTO,14,40.79
MARCOS ALBERTO,14,37.5
MARIO GERARDO,14,46.71
MARIO RAFAEL,14,48.57
MARTIN RAFAEL,14,45.36
MARTIN RAMON,14,41.21
MARTINEZ,14,45.88
MOISES ALEJANDRO,14,39.71
NICOMEDES,14,50.06
ODON,14,52.93
OMAR DAVID,14,31.79
OMAR ISRAEL,14,33.43
OSCAR RAFAEL,14,40.79
OTON,14,47.14
PABLO ARTURO,14,39.43
POLICARPIO,14,47.14
PROCOPIO,14,45.79
ROBERT,14,38.14
ROBERTO ENRIQUE,14,41.14
RODIMIRO,14,44.79
ROOSEVELT,14,38.6
RUDY,14,40.75
SARAIN,14,40.43
TOMAS ENRIQUE,14,39.07
USIEL,14,33.07
VICTOR ANGEL,14,43.29
VICTOR ISRAEL,14,32.86
VICTOR LUIS,14,46.43
WILBERTO,14,41.86
YAHIR,14,30.93
YURI,14,34.98
ABIGAIL,13,35.79
ALBARO,13,42.23
ALBERTANO,13,49.31
ALBERTO DE JESUS,13,43.23
ALEJANDRO GUADALUPE,13,38.77
ANGEL JOSE,13,45.46
ANGEL MARTIN,13,43.92
ANTONIO ENRIQUE,13,40.08
ANTONIO FRANCISCO,13,48.77
ARMANDO DE JESUS,13,34.54
ARTURO ENRIQUE,13,41.92
AUDENCIO,13,47
BALTASAR,13,46.15
BELTRAN,13,47.85
CARLOS ADOLFO,13,34.92
CARLOS EUGENIO,13,42.46
CARLOS LEONEL,13,42.31
CASTO,13,44.31
CERVANDO,13,44.92
CESAR ULISES,13,33.31
CHRISTIAN ALEJANDRO,13,27.92
CHRISTIAN JESUS,13,29.38
CHRISTIAN OMAR,13,29.54
CRISTIAN IVAN,13,29.31
DANIEL OMAR,13,32.15
DIEGO ANTONIO,13,30.31
DONALDO,13,46.08
EDGAR OSWALDO,13,33.85
EDUARDO JESUS,13,40.54
EDWARD,13,32
EDWIN JESUS,13,29.62
EMELIO,13,42.46
FABIO,13,43.31
FAVIAN,13,39.69
FELIPE DE JES,13,47.77
FELIPE JAVIER,13,45.85
FRANCISCO ROMAN,13,38.54
FRANCISCO SALVADOR,13,42.08
GENOVEVO,13,53.46
GERARDO MANUEL,13,43.77
GUMECINDO,13,46.15
GUMESINDO,13,49.46
GUSTAVO ALFONSO,13,38.92
GUSTAVO EDUARDO,13,41.38
HECTOR ADRIAN,13,32.62
HECTOR SAUL,13,38.77
HUGO FRANCISCO,13,38.38
IGNACIO ANTONIO,13,46.54
ISAUL,13,48.62
IVAN OMAR,13,39.85
J ROSARIO,13,50.86
JAIME ALFREDO,13,45
JAIME DANIEL,13,38.62
JESUS BALTAZAR,13,37.08
JESUS BERNARDO,13,37.38
JESUS DARIO,13,38.92
JESUS GONZALO,13,40.5
JESUS VICENTE,13,47.15
JHONATAN,13,28.62
JORGE ABEL,13,39.46
JORGE ADOLFO,13,41.08
JORGE ALBER,13,39.23
JORGE AURELIO,13,47.69
JORGE GILBERTO,13,42.46
JOSE CLEMENTE,13,44.46
JOSE CRISTOBAL,13,44.08
JOSE CUTBERTO,13,47.54
JOSE EDILBERTO,13,44.85
JOSE FLORENTINO,13,38.23
JOSE FRANCIS,13,46.23
JOSE MA,13,48.54
JOSE MANUE,13,43.54
JOSE ODILON,13,51.46
JOSE RUFINO,13,46.08
JOSELINO,13,42.77
JOSUE MANUEL,13,30.38
JUAN ANTON,13,47.54
JUAN CRISOSTOMO,13,53
JUAN TOMAS,13,44.54
JULIAN ANTONIO,13,38.15
JULIO FRANCISCO,13,43.46
JUSTINIANO,13,41.38
LIZANDRO,13,40.38
LUIS ABRAHAM,13,37.15
LUIS AUGUSTO,13,44.62
LUIS EMILIO,13,37.08
LUIS GREGORIO,13,38.15
LUIS MAURICIO,13,39.62
LUIS ORLANDO,13,39.46
LUIS PABLO,13,39.54
LUIS SANTIAGO,13,37.38
MANRIQUE,13,42.31
MANUEL ROBERTO,13,40.77
MARCO AN,13,40.23
MARCOS MANUEL,13,42.15
MARIO RAMON,13,42.08
MARTIN ALFREDO,13,44.69
MARTIN ERNESTO,13,43.38
MARTIN ROBERTO,13,46.15
MAURO ANTONIO,13,42.62
MERCED,13,46.27
NERI,13,37.72
NESTOR IVAN,13,29.23
NOE DE JESUS,13,38.31
OMAR JESUS,13,37.23
OSCAR FABIAN,13,36.15
OSCAR GABRIEL,13,38.31
OSCAR IGNACIO,13,42.38
OSCAR SAUL,13,38.31
OSMAN,13,40.85
PABLO JOSE,13,38.62
PEDRO ARMANDO,13,45.31
PEDRO ERNESTO,13,39.77
PEDRO HUGO,13,41.31
PILAR,13,42.27
POMPEYO,13,46.85
RAMON ERNESTO,13,41.77
RAMON RAFAEL,13,42.85
RICARDO ALONSO,13,38.23
RICARDO JESUS,13,45.69
ROBERTO IVAN,13,31.31
ROBERTO JESUS,13,42.62
ROLDAN,13,41.54
RONAY,13,40.85
RUBEN FRANCISCO,13,42.23
SERGIO ABRAHAM,13,33
TEODOSIO,13,51.23
TOLENTINO,13,47
VICENCIO,13,47.15
VILIULFO,13,47.62
WILLIAM DE JESUS,13,40.69
WILLIAN,13,36.69
YONATAN,13,28
ADIN,12,43.08
ADRIAN JESUS,12,35.67
ALEJANDRO DANIEL,12,36.08
ANDRES ALEJANDRO,12,37.08
ANDY,12,32.6
ANGEL ALEJANDRO,12,35.58
ANGEL CESAR,12,40.92
APOLO,12,35.42
ARMANDO JESUS,12,38.83
ARNALDO,12,50.08
AROLDO,12,40.75
BENANCIO,12,44.42
BERZAIN,12,46.75
BOANERGES,12,44.25
CARLOS ALBER,12,35.5
CARLOS BENJAMIN,12,37.75
CARLOS FEDERICO,12,37.08
CARLOS URIEL,12,29.33
CESAR ALFREDO,12,35.42
CESAR ERNESTO,12,36.92
CESAR JESUS,12,35.92
CESAR LUIS,12,31.83
CESAR RAUL,12,43.08
CONSUELO,12,45.84
CRUZ ALBERTO,12,37.67
CRUZ ANTONIO,12,40.5
CRUZ MANUEL,12,42.42
EDDIE,12,37.46
EDGAR ALONSO,12,30.75
EDGAR MARTIN,12,33.08
EDITH,12,39.52
EDUARDO GUADALUPE,12,43.75
EDUARDO MARTIN,12,44.5
ENRIQUE ARTURO,12,44.5
ENRIQUE OCTAVIO,12,41.5
ERVEY,12,46.83
ESDRAS,12,38.75
ESTEBAN DE JESUS,12,31.17
FELIX MANUEL,12,42.17
FERNANDO DANIEL,12,32.08
FERNANDO GUADALUPE,12,41.67
FERNANDO MANUEL,12,39.33
FRANCISCO HUMBERTO,12,38.75
FRANCISCO ISRAEL,12,35.5
GABRIEL HUMBERTO,12,42
GERARDO RAFAEL,12,43.83
GILBER,12,41.42
GILBERTO JAVIER,12,45.08
GUADALUPE JAVIER,12,45.08
HECTOR ABRAHAM,12,43.17
HECTOR ERNESTO,12,35.58
HECTOR FABIAN,12,36.33
HECTOR JOSE,12,41.42
HECTOR M,12,46.42
HUGO DAVID,12,35.08
HUMBERTO ALEJANDRO,12,36.17
IGNACIO ALEJANDRO,12,39.5
J CARLOS,12,47.92
J. ASUNCION,12,50.67
J. REYES,12,51
J.GUADALUPE,12,45.33
JAIME ALFONSO,12,47.5
JAIME ALONSO,12,38.46
JAIME GABRIEL,12,42.83
JAIME RAUL,12,38.17
JAVIER IVAN,12,30.92
JAVIER JESUS,12,42.92
JAVIER OMAR,12,31.5
JESUS EMILIO,12,39.08
JESUS OSCAR,12,44.25
JESUS PEDRO,12,40.5
JOEL ANTONIO,12,39.58
JOEL ENRIQUE,12,33.5
JORGE EFRAIN,12,41.5
JORGE JUAN,12,38.5
JORGE VICENTE,12,46.58
JOSE ARCADIO,12,47.08
JOSE CANDIDO,12,44.58
JOSE EMILIANO,12,41.75
JOSE FLORENCIO,12,49.75
JOSE GENARO,12,45.92
JOSE LENIN,12,42.42
JOSE MATILDE,12,52
JOSE MIGUEL ANGEL,12,47.83
JOSE PAULINO,12,48.42
JOSIMAR,12,25.08
JOVANY,12,28
JUAN ABEL,12,48.25
JUAN FELIX,12,45.75
JULIO ANDRES,12,43.31
KARIM,12,36.6
LEVI,12,42.08
LIBERATO,12,48.67
LUIS ALBER,12,39.58
LUIS OSCAR,12,36.33
LUIS SERGIO,12,38.92
MANUEL ALFREDO,12,44
MANUEL RICARDO,12,40.5
MARIO FERNANDO,12,41
MARIO ROBERTO,12,39.42
MERCEDES,12,46.25
MIGUEL GUADALUPE,12,40.67
NATHANAEL,12,35.62
NESTOR ALEJANDRO,12,35.83
NOE ALEJANDRO,12,32.33
NOE MARTIN,12,44.67
OLIVO,12,45.5
OMAR EDUARDO,12,28.58
OSCAR ERNESTO,12,34.5
OSCAR GUSTAVO,12,39.67
OSCAR NOE,12,37.83
OSCAR RICARDO,12,39.83
PABLO JAVIER,12,45.83
PABLO SERGIO,12,40
PATROCINIO,12,48.24
PAZ,12,46.99
PEDRO CELESTINO,12,52.83
PEDRO OMAR,12,35.08
PEDRO SERGIO,12,52.42
PRISCO,12,41
RABINDRANATH,12,37
RAFAEL MARTIN,12,44.42
RAIMUNDO,12,49.92
RAMON ALFONSO,12,39.83
RAMOS,12,47.79
RAUL ALFREDO,12,43.54
RAUL ALONSO,12,37.5
RAUL GUILLERMO,12,43.5
RAUL JESUS,12,45.5
REMBERTO,12,44.75
RENE ALBERTO,12,38.67
RICARDO ENRIQUE,12,37.33
RICARDO JOSE,12,43.5
ROBERTO MANUEL,12,45.67
ROGER ALBERTO,12,39.83
RUBEN ALFONSO,12,39.75
RUBEN ARMANDO,12,42.92
SEGUNDO,12,52.83
SERGIO DE JESUS,12,39.08
SERGIO MIGUEL,12,43.42
TIZOC,12,39.5
TOMAS ALBERTO,12,35.5
UZIEL,12,31.33
VICTOR ALFREDO,12,44
VICTOR OMAR,12,32.17
WALDEMAR,12,42.42
WILEBALDO,12,41.08
WILIAM,12,36
WILIAMS,12,37.75
ABSALON,11,46.18
ADRIAN ALBERTO,11,28.91
AGUSTIN ALBERTO,11,39.64
ALBERTO CARLOS,11,36.27
ALFONSO JAVIER,11,46.73
ALFREDO MANUEL,11,43.36
ANDRES ARMANDO,11,44.27
ANGEL ARMANDO,11,35.36
ANTONIO JESUS,11,39.73
ARAEL,11,41.27
ARMANDO ENRIQUE,11,45.09
ATALO,11,46.73
AUCENCIO,11,49.64
AUDON,11,48.18
AVIMAEL,11,37.18
CALEB,11,37.27
CARLOS AMADOR,11,36.27
CARLOS EFREN,11,37.55
CASILDO,11,46.91
CESAR RENE,11,38.36
CHRISTIAN DAVID,11,29.82
CLAUDIO ALBERTO,11,34.73
CLETO,11,48.64
CRISTOPHER,11,28.82
CRUZ ALEJANDRO,11,43.27
DANIEL GERARDO,11,34.55
DANIEL SALVADOR,11,38.55
DANILO,11,42.64
DAVID ERNESTO,11,34.73
DAVID FRANCISCO,11,35.55
DAVID GUADALUPE,11,38.64
DAVID IVAN,11,31.82
DAVID MANUEL,11,36.27
DAVID OCTAVIO,11,38.64
EBERARDO,11,40.64
EDDER,11,29.45
EDGAR DE JESUS,11,32.82
EDGAR JOSE,11,35.27
EDGAR RAFAEL,11,35.09
EDGAR RAMON,11,33.36
EDGAR RAUL,11,34.55
EDISON,11,37.91
EDMAR,11,30.82
EDUARDO DE JESUS,11,44.27
ELDER,11,36.18
ELIODORO,11,48.36
ENRRIQUE,11,46.55
ERACLIO,11,45.82
ERIC ALEJANDRO,11,33.36
ERICEL,11,32.5
ERICK ALBERTO,11,31.91
ERICK IVAN,11,29
EUDOXIO,11,48
EXAL,11,45.27
FELICITOS,11,48.73
FELIPE ARTURO,11,43.82
FELIX FERNANDO,11,40.55
FERNANDO ALFREDO,11,39.64
FERNANDO GABRIEL,11,39.18
FIDEL ANGEL,11,44.18
FIDELIO,11,42
FLORICEL,11,39.21
FRANCISCO ADRIAN,11,40.18
FRANCISCO ALFREDO,11,45.18
FRANCISCO ANDRES,11,39.45
FRANCISCO JOEL,11,39
FRANCISCO LUIS,11,46.09
FRANCISCO RUBEN,11,43.91
GABRIEL ARTURO,11,41.18
GERALDO,11,46.91
GERARDO ENRIQUE,11,41.73
GERARDO IVAN,11,32
GILBERT,11,40.91
GUILLERM,11,48.6
HEBERT,11,40.07
HECTOR ABEL,11,41.82
HECTOR CESAR,11,42.18
HECTOR DE JESUS,11,37.64
HECTOR FELIPE,11,44
HECTOR HORACIO,11,38.09
HECTOR SAMUEL,11,44.55
HEVER,11,41.92
IGNACIO DE JESUS,11,44.18
IGNACIO JAVIER,11,46.64
IVAN ANTONIO,11,30.55
IVAN VLADIMIR,11,31.45
J. LUIS,11,52.09
JAIME ADRIAN,11,33.45
JAIME CESAR,11,42.91
JAIME FERNANDO,11,39.36
JAIME GERARDO,11,43.45
JAIME RENE,11,47.09
JAVIER GUADALUPE,11,44.18
JESUS ABELARDO,11,40.64
JESUS ALVARO,11,48.18
JESUS BENITO,11,43.55
JESUS JULIAN,11,44.45
JESUS LEONEL,11,43.55
JESUS OSWALDO,11,35.82
JESUS RAYMUNDO,11,41.73
JESUS RODRIGO,11,38.64
JESUS ROGELIO,11,38.27
JESUS SANTIAGO,11,36.27
JESUS ULISES,11,36
JOAQUIN FRANCISCO,11,44.36
JOEL ALBERTO,11,35.09
JOEL ALEJANDRO,11,35.55
JORGE ALBERT,11,46.18
JORGE FELIX,11,41.64
JORGE ORLANDO,11,39.92
JORGE RUBEN,11,40.18
JORGE SALVADOR,11,44.36
JOSE CAMILO,11,47.91
JOSE CIRILO,11,48.45
JOSE DAGOBERTO,11,42.27
JOSE EVARISTO,11,46.82
JOSE EZEQUIEL,11,49.09
JOSE GUADA,11,48.33
JOSE HERMINIO,11,48.18
JOSE JACOBO,11,43.33
JOSE LUCIO,11,50.27
JOSE MERCED,11,49.18
JOSE NARCISO,11,46.91
JOSE NEFTALI,11,41.64
JOSE OTHON,11,46.82
JOSE PASCUAL,11,48.45
JOSE SALOME,11,47.09
JOSE UBALDO,11,42.27
JUAN BENITO,11,35
JUAN GERMAN,11,44.18
JUAN ISRAEL,11,34.27
JUAN OMAR,11,36
JUAN OSCAR,11,43.91
JUAN RODRIGO,11,44.73
JULIO ADRIAN,11,26.55
JULIO CES,11,39.45
LUCIO ALBERTO,11,37.45
LUIS A,11,46.55
LUIS ALBERT,11,40
LUIS MARIANO,11,47.18
LUIS PEDRO,11,39.36
LUIS SALVADOR,11,49.18
MARCO ANT,11,46.91
MARCO CESAR,11,34.45
MARIO ADRIAN,11,39.55
MARIO DANIEL,11,40.27
MARIO JOSE,11,37.09
MARIO MIGUEL,11,39.09
MARLON,11,35.73
MARTIN A,11,47.36
MARTIN RAUL,11,44.91
MAURINO,11,48.91
MIGUEL ALFONSO,11,38.08
MIGUEL ALONSO,11,41.82
MIGUEL GERARDO,11,47.09
MUCIO,11,50.45
NAHU,11,38.18
NAHUN,11,39.73
NAVOR,11,43
OMAR FERNANDO,11,38.36
OSCAR JOSE,11,39.91
PANTALEON,11,46.55
PEDRO DANIEL,11,31
PEDRO GABRIEL,11,43.45
PEDRO HUMBERTO,11,44.36
QUETZALCOATL,11,33
RAFAEL FRANCISCO,11,42.45
RAFAEL HUMBERTO,11,48.09
RAMIRO ANTONIO,11,45.09
RAMON ARMANDO,11,43
RAMON GUADALUPE,11,40.09
RAMON MANUEL,11,45.27
RANDY,11,31.27
RAUL DANIEL,11,38
RAUL IVAN,11,29.64
RICARDO RAFAEL,11,42.45
RODOLFO ANTONIO,11,42.73
RODOLFO DE JESUS,11,35.18
ROGER IVAN,11,40.42
ROMAN ANTONIO,11,42
RUBEN ARTURO,11,37.91
RUBEN DAVID,11,37
RUBEN GERARDO,11,45.27
RUBEN JESUS,11,42.64
RUFO,11,45.36
SALVADOR ALEJANDRO,11,32.91
SERGIO AUGUSTO,11,40.82
SERGIO ERNESTO,11,38.36
SERGIO HUGO,11,43.27
SERGIO NOE,11,34.64
SERGIO RUBEN,11,43.91
SUSANO,11,44.91
TERESO DE JESUS,11,47.73
TOMAS FRANCISCO,11,46.64
VICTOR DAVID,11,38.45
VICTOR GERARDO,11,38.82
VICTOR HUMBERTO,11,44
VICTOR RAFAEL,11,44.36
VICTOR RENE,11,42.36
VICTOR ROGELIO,11,41.18
WILBERT ANTONIO,11,42.73
ZAID,11,34.36
ADRIAN FERNANDO,10,33.1
ADRIAN RICARDO,10,29.5
AGEO,10,46.9
ALBERTICO,10,43.2
ALBERTO RAFAEL,10,37.8
ALCIBIADES,10,45.25
ALDEGUNDO,10,49.9
ALDO ALEJANDRO,10,37.1
ANANIAS,10,45
ANDRES ALBERTO,10,32.2
ANDRES ANTONIO,10,45.6
ANDRES GUADALUPE,10,35
ANGEL ISRAEL,10,39.1
ANTONIO ABAD,10,44.3
ANTONIO ALEJANDRO,10,41.2
ANTONIO JAVIER,10,44.5
ARGENIS,10,26.9
ARMANDO MARTIN,10,48.4
ARTURO MARTIN,10,45.6
ASDRUBAL,10,39.4
ASENCION,10,47.31
BARUCH,10,40.9
BELIZARIO,10,47.4
CANUTO,10,46.1
CARITINO,10,48.9
CARLOS AL,10,34.9
CARLOS ALB,10,38.8
CARLOS EFRAIN,10,36.3
CARLOS GERMAN,10,38.5
CARLOS JAIME,10,44.7
CARLOS SERGIO,10,45.4
CARLOS ULISES,10,36.9
CESAR FABIAN,10,34.4
CESAR MIGUEL,10,34.2
CESAR RAMON,10,37.5
CESAR RICARDO,10,37.6
CHRISTIAN ADRIAN,10,28.1
CHRISTIAN MANUEL,10,28.6
DANIEL MARTIN,10,32.6
DARVELIO,10,45.5
DAVID ALFREDO,10,42.8
DAVID ROBERTO,10,40.4
DECIDERIO,10,46
DIEGO DE JESUS,10,30.6
DORIAN,10,35.27
EDELMIRO,10,46.18
EDGAR GILBERTO,10,32.2
EDGAR GUSTAVO,10,36.1
EDGAR RICARDO,10,35.5
EDGAR SAUL,10,36.5
EDIBERTO,10,34.6
ELIBERTO,10,45.2
ELIZANDRO,10,43.6
ELVER,10,37.5
ENIO,10,46.7
ENRIQUE ALFONSO,10,39
ERIK DE JESUS,10,30.2
ERNESTINO,10,49.6
ETELBERTO,10,53.1
EUDOCIO,10,47.6
EXIQUIO,10,48
FELIPE SANTIAGO,10,44.6
FELIZARDO,10,45.1
FERNANDO IVAN,10,30.9
FERNANDO RAFAEL,10,35.1
FLORENCIANO,10,48.2
FRANCISCO FELIPE,10,40.7
FRANCISCO RENE,10,43.3
FRANCISCO RICARDO,10,39.3
FRANCISCO TOMAS,10,45
FRUMENCIO,10,50.6
GABRIEL ARMANDO,10,38.7
GANDHI,10,26.92
GEOVANNY,10,28.7
GERARDO DAVID,10,33.45
GUILLERMO EDUARDO,10,40.4
GUSTAVO ANTONIO,10,40.4
GUSTAVO IVAN,10,29.9
HECTOR GUADALUPE,10,38.3
HOGUER,10,40.5
HUGO ADRIAN,10,32.9
HUGO ALONSO,10,36.9
HUGO HUMBERTO,10,41.1
IGNACIO ALBERTO,10,45.6
ISMAEL ANTONIO,10,42.5
ISRAEL ALEJANDRO,10,31
ISSAC,10,35.7
IVAN DANIEL,10,32
IVAN EMMANUEL,10,27.8
IVAN FRANCISCO,10,32.7
IVAN GUADALUPE,10,30
IVAN NOE,10,33.2
IVAN RAFAEL,10,34.6
IVAN ULISES,10,35.27
J ASUNCION,10,51.8
J DE JESUS,10,52.1
J MARTIN,10,49.6
J NATIVIDAD,10,48.6
J PILAR,10,49.5
